cl_CMB_lensing cl_CIB correlated_cls ell
1.3378672772893936e-06 1.2481871522478551e-08 1.3815514383479658e-08 376
1.4902987127537402e-06 1.2572034656126042e-08 1.0341171909108577e-08 377
1.4767307128103657e-06 1.100889997712463e-08 6.918294288725929e-09 378
1.3272988771141087e-06 1.1272931226479515e-08 1.701094837702722e-08 379
1.3814716218744951e-06 1.081616417304255e-08 9.957721843855094e-09 380
1.3704184630650631e-06 1.2195069182029236e-08 1.007873530929331e-08 381
1.4309861337050219e-06 1.1009744148480804e-08 1.3272443172910229e-08 382
1.2525668494593009e-06 1.185090280485349e-08 1.3359800856848927e-08 383
1.328232732827422e-06 1.196378556381037e-08 1.0094233375062348e-08 384
1.3364696671760088e-06 1.1770801597243837e-08 1.3441719092159428e-08 385
1.3175765221895533e-06 1.1803420898522202e-08 9.8757711176043e-09 386
1.285719046591609e-06 1.1310563872653293e-08 9.624858185816461e-09 387
1.3633134634960936e-06 1.0660106225301652e-08 1.1380227588668433e-08 388
1.2608863540816992e-06 1.1548945834536626e-08 5.743595447566177e-09 389
1.3631209401342533e-06 1.1310196846637962e-08 8.826555846103849e-09 390
1.312718226400468e-06 1.1148178190548226e-08 1.153286257941353e-08 391
1.4283860196407035e-06 1.2410045129946025e-08 1.0367535326922049e-08 392
1.3298068233386322e-06 1.0977983068684822e-08 6.301095048723797e-09 393
1.362302588381544e-06 1.2036726383114763e-08 6.1212713024679904e-09 394
1.3570994451330592e-06 1.1262213839460812e-08 7.1347966245674656e-09 395
1.2881891377065793e-06 1.172064300126369e-08 1.2205112269877767e-08 396
1.2731758853253335e-06 1.0444433427782692e-08 2.0633604036540186e-09 397
1.4032558860871422e-06 1.0923072644931216e-08 4.535663043617312e-09 398
1.3702809341185894e-06 1.0832049737689022e-08 5.413331251309814e-09 399
1.4578386767489878e-06 1.0438133957511691e-08 2.1046792216785552e-08 400
1.3743957517177127e-06 9.694881781262133e-09 3.7930516661456924e-09 401
1.3591080891087714e-06 1.0508794797195554e-08 9.936855762783773e-09 402
1.4304524989846637e-06 1.0770112684833e-08 6.8041899390279755e-09 403
1.3546907238741065e-06 1.0502463778127435e-08 1.0656028788251442e-08 404
1.3447279332870186e-06 9.791201366096434e-09 1.0818946533097639e-08 405
1.377495192425417e-06 1.1122833286445333e-08 1.7642663907588232e-08 406
1.3142304466424296e-06 1.0544779747559175e-08 6.399568401927606e-09 407
1.4898005809826877e-06 1.0377655722503314e-08 6.986460393794307e-09 408
1.2955413524644635e-06 9.480669743919015e-09 2.275906707713716e-09 409
1.3137345782245352e-06 1.1361460575415892e-08 3.192102144598996e-09 410
1.427553700966835e-06 1.0294273801030736e-08 1.1696925645533637e-08 411
1.3863399963599367e-06 1.094191650171804e-08 3.5355489877220444e-09 412
1.3084264039797302e-06 1.1946828203288856e-08 8.7489623013434e-09 413
1.4582137278227532e-06 1.0784093423193007e-08 1.4823425099918766e-08 414
1.4669170925623528e-06 1.033473584285303e-08 5.223908850238115e-09 415
1.4891818710350653e-06 1.077794801985567e-08 2.03480980958957e-08 416
1.4078241414405206e-06 9.6177845444051e-09 1.0596952852704247e-08 417
1.4430828086776822e-06 1.013794625265592e-08 8.712966882814467e-09 418
1.469701255831097e-06 1.0138817007001116e-08 9.058908899724188e-09 419
1.4138542127391708e-06 9.79333061441898e-09 1.7767072569283615e-09 420
1.4243423711103107e-06 1.01695791126906e-08 1.7661356167901924e-08 421
1.345336696598338e-06 1.057392496624971e-08 -2.1485044009833467e-10 422
1.3498989525676643e-06 1.1351713984412414e-08 9.23633452930704e-09 423
1.3728091550933838e-06 1.0623849020853799e-08 7.3241481500875356e-09 424
1.3073995308929046e-06 1.0661406726012922e-08 1.2147436230727647e-08 425
1.4110629541976215e-06 1.0142717921038955e-08 7.892882223662956e-09 426
1.4643435611085964e-06 1.1002557699125017e-08 1.1946520388438434e-08 427
1.314786096123143e-06 1.0050081664429591e-08 1.1641628944189502e-08 428
1.3506277227851835e-06 9.630000077220848e-09 3.8388052552453976e-09 429
1.360288593225903e-06 8.929184578512944e-09 6.338662291317947e-09 430
1.3482352702899712e-06 9.958212799290058e-09 1.0935995762714638e-09 431
1.348225404910706e-06 9.356805017588722e-09 9.541041760877195e-09 432
1.2772393061146028e-06 1.0082564862041284e-08 4.909082723132322e-09 433
1.2614543691448514e-06 8.36884176075287e-09 5.552769957040626e-09 434
1.340764627497881e-06 9.45324717344832e-09 8.822547401416304e-09 435
1.3213116790270319e-06 9.45801267436847e-09 2.323583477299258e-09 436
1.2830002719443037e-06 1.0074714233792367e-08 1.256822961261905e-08 437
1.4478729933210718e-06 9.2245043578797e-09 6.1892628412129475e-09 438
1.4192173831985777e-06 1.0436036894121386e-08 9.578238370918326e-09 439
1.3953548950565028e-06 9.489674127734942e-09 1.2730514575318751e-08 440
1.3462913642194367e-06 9.011711109756366e-09 1.1779665414380634e-08 441
1.2878732383375425e-06 9.358549372793278e-09 1.2668152026848135e-08 442
1.1840365500009824e-06 8.878692086081339e-09 1.3897165607683889e-10 443
1.3470528539924911e-06 8.910023856727344e-09 2.1670088987107757e-09 444
1.321984101427826e-06 9.781974674613337e-09 8.808003594737849e-09 445
1.2842969336942944e-06 9.656980556631214e-09 1.3773796635712138e-08 446
1.4313066070174306e-06 9.901917480691363e-09 6.260741543241547e-09 447
1.2751686896831002e-06 9.132207642887494e-09 4.15339792852998e-09 448
1.3256466855171188e-06 1.1326806556315972e-08 6.862552636851004e-09 449
1.4228495843431513e-06 9.176765159215692e-09 1.0793252924166013e-08 450
1.4056893632175013e-06 9.833148326365266e-09 4.030929517789165e-09 451
1.3342529213023127e-06 9.626995297424308e-09 -4.274908526520034e-10 452
1.263884921590056e-06 9.961573713120739e-09 5.615541287737675e-09 453
1.3497743947534875e-06 9.20244010268304e-09 3.513303721398913e-09 454
1.3357760251780052e-06 9.535483897414375e-09 3.6250759657291086e-09 455
1.4810320258417118e-06 9.371728668862024e-09 4.527992122297816e-09 456
1.4012287421883394e-06 8.415443934556536e-09 1.537120602155079e-09 457
1.3522686376878763e-06 9.149071227931991e-09 3.8783226401628815e-09 458
1.3473363283023917e-06 8.686497470586009e-09 3.0793408573941267e-09 459
1.3975617361498241e-06 9.059185104423456e-09 1.9061718224388743e-09 460
1.4270749711470816e-06 9.620172537123715e-09 6.152684231984562e-09 461
1.500558871434419e-06 8.897602043375384e-09 8.855550934868572e-09 462
1.590702283593414e-06 8.544132512980492e-09 8.634739108457112e-09 463
1.2805609952054598e-06 8.712250648079408e-09 6.0902424497318775e-09 464
1.3599397113990546e-06 8.441285053484828e-09 1.0015827654719488e-08 465
1.4239423896615774e-06 9.316713106412823e-09 8.7769899101595e-09 466
1.4112038844837446e-06 7.9587725243009e-09 5.933937050180954e-09 467
1.4258429024439862e-06 8.856877957245595e-09 1.041426188456419e-08 468
1.3603659448394235e-06 7.891940072177475e-09 6.19996077927285e-09 469
1.4411978586866186e-06 9.159608775219384e-09 1.2211268920461865e-08 470
1.5020734638924542e-06 8.004251745416814e-09 9.964424220263522e-09 471
1.4778900415014616e-06 8.870036931758653e-09 -1.3356100514774456e-09 472
1.3299194954149456e-06 8.275659481957953e-09 4.246270264421638e-09 473
1.4599358095345347e-06 8.416915776653916e-09 8.306049904250887e-09 474
1.4951559681905564e-06 8.553261767273854e-09 6.518762595989163e-09 475
1.3346560743881994e-06 8.144780465284574e-09 3.4832002555994563e-09 476
1.3657295537015407e-06 7.650092345935618e-09 2.1510817355702773e-09 477
1.3533166748256373e-06 8.455386592211656e-09 2.798721167702966e-09 478
1.4648857689089421e-06 8.538369259318403e-09 5.851075134744665e-09 479
1.269673722349753e-06 8.12620983872239e-09 2.403303304369773e-09 480
1.3314165091168272e-06 8.215574785491001e-09 6.500142155463219e-09 481
1.4258298994571366e-06 8.519415299589841e-09 7.106610496040065e-09 482
1.4060498224110666e-06 8.963069255679676e-09 2.73980995825489e-09 483
1.3271083627055094e-06 8.05133557444548e-09 4.706640852288671e-09 484
1.4109417786149767e-06 8.458999624092954e-09 5.053717760517979e-09 485
1.4305028483091419e-06 7.390557710788869e-09 7.397398199596223e-09 486
1.4023326698955956e-06 8.363476257881708e-09 1.1476786806455953e-08 487
1.4147390228191724e-06 7.604396791170402e-09 7.567622174410733e-09 488
1.5153053681814829e-06 8.083111757199727e-09 9.00966001112237e-09 489
1.4041759368990727e-06 8.367153376622328e-09 8.64531474387688e-09 490
1.4396716110749251e-06 8.268221635803409e-09 9.595963146174911e-09 491
1.4267756827936977e-06 7.58964020356297e-09 1.5102850670309398e-08 492
1.3806551916403173e-06 8.09142177682594e-09 1.544466799918516e-09 493
1.5164714200911133e-06 7.91542660016727e-09 5.2982747143593116e-09 494
1.3667226047838613e-06 7.831575947335132e-09 6.048941579947219e-09 495
1.3613365239171783e-06 7.73073740634396e-09 2.515894847158694e-09 496
1.3143340798367865e-06 7.440096642149526e-09 1.4592643883158455e-09 497
1.4075031599327863e-06 7.962091484815743e-09 7.3064322205964315e-09 498
1.2775435727737486e-06 8.65739044479864e-09 8.355296019435162e-09 499
1.3976669802446827e-06 7.843437109104052e-09 7.172773008622792e-09 500
1.2976617723942402e-06 7.721314073095477e-09 2.6374779359550767e-09 501
1.442509968932395e-06 7.903311137354576e-09 3.695222627538234e-09 502
1.3416306064195825e-06 8.381265007837803e-09 7.873247574513644e-09 503
1.5110109776188922e-06 8.21636987258166e-09 7.667863160280665e-09 504
1.4210913505758719e-06 7.4433139990226316e-09 7.282894516406465e-09 505
1.4320187933766352e-06 8.090127946487737e-09 4.662208609191974e-09 506
1.3360139946652444e-06 7.589114677946809e-09 9.081212582316014e-09 507
1.4230799094616787e-06 7.488424254968195e-09 -1.4880506394166789e-09 508
1.300968722203194e-06 7.892087536114575e-09 1.0598071625280878e-08 509
1.4074952197374485e-06 7.402817152225822e-09 1.968234151341539e-09 510
1.3828845793437382e-06 7.379602810147666e-09 2.6750991198383575e-09 511
1.4807638079978346e-06 7.398675237706555e-09 7.642020710287313e-09 512
1.3267382093883239e-06 6.858668994107476e-09 5.821933711574941e-09 513
1.4249435458971076e-06 7.585384584913374e-09 5.700881329599778e-09 514
1.414086964025153e-06 7.125571113823634e-09 5.6671416251945475e-09 515
1.4349349287674437e-06 7.3050953058488135e-09 4.8900702860310994e-09 516
1.3649707834765173e-06 7.34930125480482e-09 5.259369452210323e-09 517
1.3999946970398663e-06 7.1061825931005605e-09 7.771430033798673e-09 518
1.3351111626133522e-06 7.693363323262375e-09 6.648842702230279e-09 519
1.5073378270630642e-06 7.672436947335987e-09 6.7537236307100224e-09 520
1.388843395777542e-06 7.744899554697436e-09 2.6648551865539173e-09 521
1.425366021087392e-06 7.861696352775942e-09 3.218673484750873e-09 522
1.3887172837331524e-06 7.710737219223303e-09 -2.9124569400057933e-09 523
1.3480633849913021e-06 8.172442574116644e-09 6.8129681378467995e-09 524
1.4068747692415828e-06 7.603560244692632e-09 4.590936292844876e-09 525
1.4349500432159955e-06 7.705656737454071e-09 1.6000767521509077e-09 526
1.4757825604612524e-06 7.384880711624932e-09 8.652524745186346e-09 527
1.4584255306536443e-06 7.445206344767981e-09 9.810441553453245e-09 528
1.4173310467824396e-06 7.085040988454049e-09 7.82721716957662e-09 529
1.3524524232490714e-06 7.28750127833809e-09 6.238198830381989e-09 530
1.4643731519813567e-06 7.379634062736285e-09 9.013580937027687e-09 531
1.2983033132040536e-06 6.870200862525432e-09 9.098672242723405e-09 532
1.4527900664138631e-06 7.126804618003838e-09 4.657505540359892e-09 533
1.4560823058764917e-06 7.017083767977166e-09 7.760228777588545e-09 534
1.4711698615597802e-06 7.246742650728676e-09 8.02163871983811e-09 535
1.4433949583256795e-06 7.17592260468594e-09 6.7621909274877826e-09 536
1.426938123225521e-06 6.831927251171533e-09 7.59988491032431e-09 537
1.4583276035325725e-06 7.189873911556603e-09 4.2742926162205334e-09 538
1.4059567334722323e-06 6.355715497359701e-09 4.352656721621854e-09 539
1.276870660982e-06 6.622220958012353e-09 5.2404156280665205e-09 540
1.3802571237282088e-06 7.467166004513198e-09 6.5817137412670344e-09 541
1.429714195071889e-06 6.648351929215017e-09 2.873209794393924e-09 542
1.501803670814719e-06 7.0064195727204765e-09 4.089362424841765e-09 543
1.480298923239181e-06 6.755486254179162e-09 5.5045251898055825e-09 544
1.5481872062057196e-06 7.108269222726776e-09 4.94801683291815e-09 545
1.3854240948328867e-06 6.75345847788958e-09 5.654079889337841e-09 546
1.3368828820356358e-06 7.247262989518549e-09 4.07019010538998e-09 547
1.491129268156783e-06 6.657345315971495e-09 3.633624755847496e-09 548
1.3819002142669035e-06 6.636001121334004e-09 5.372938709293065e-09 549
1.4827416550536615e-06 6.6431291021537146e-09 4.9430754303050654e-09 550
1.3796058740120988e-06 6.371170034805722e-09 5.267850096058954e-09 551
1.3955878105351752e-06 6.6534381704730675e-09 8.784206059021346e-09 552
1.338423469039587e-06 6.337291480158813e-09 4.1123554326484025e-09 553
1.2546012813049142e-06 6.625286898087988e-09 4.4513117552731736e-09 554
1.3124251980760463e-06 6.294114860975572e-09 5.500687936205282e-09 555
1.3243190978732707e-06 6.235775051422331e-09 9.361320529394884e-09 556
1.441014467022577e-06 5.895749070241233e-09 4.281339930836128e-09 557
1.3607986344065941e-06 6.7416878059234816e-09 1.4339618986069368e-08 558
1.3745699677673167e-06 6.565877080047829e-09 7.706273386734047e-09 559
1.506566069899981e-06 5.911173335553501e-09 9.859466631259674e-09 560
1.3270078268565519e-06 6.0047903182987654e-09 6.2349507960538225e-09 561
1.3653821118156772e-06 6.262949591007611e-09 1.7590166819127103e-09 562
1.4347643873605697e-06 6.016218988011562e-09 1.1771199477431479e-09 563
1.3632145057616098e-06 6.802361261534788e-09 3.2900234803770115e-09 564
1.3536539093122276e-06 5.910961353433703e-09 8.784747132692373e-09 565
1.3991328795052749e-06 6.525321944509795e-09 1.0411679315523854e-08 566
1.3424027832182328e-06 6.122662613080738e-09 8.4587441278347e-09 567
1.4421903537616709e-06 6.326225424750182e-09 8.847588908147935e-09 568
1.397798835653353e-06 5.639107587969577e-09 6.187452145010735e-09 569
1.4242354106224023e-06 6.819037379938968e-09 2.5456463399824427e-09 570
1.412231834355839e-06 6.1355160353052745e-09 4.371925465325851e-09 571
1.4861366627951224e-06 6.043652265827238e-09 3.031816853756805e-09 572
1.5508586970694783e-06 6.263461227797832e-09 2.0518930380702326e-09 573
1.3617030906477653e-06 6.032676754639034e-09 8.11986233269661e-09 574
1.4011120169806723e-06 5.970125350507775e-09 5.612621016626237e-09 575
1.4343532932174525e-06 6.002550414725045e-09 3.3481089510658938e-09 576
1.3813854784969403e-06 6.304801996625384e-09 8.00445723038355e-09 577
1.3938295575258815e-06 5.890463456033189e-09 3.5406583578063242e-09 578
1.5714667833211602e-06 6.80740647878138e-09 1.088179294367123e-08 579
1.4401274658938597e-06 5.802216243437187e-09 5.8220503005118026e-09 580
1.4056950860165626e-06 6.158090221050804e-09 2.428155603444272e-09 581
1.5549571583705108e-06 5.7108482907355675e-09 4.1736264340651305e-09 582
1.4025871451824907e-06 6.098280141860606e-09 5.129861328832775e-09 583
1.461547414292e-06 6.1701253618616e-09 7.625666626084298e-09 584
1.4417449615703363e-06 5.44865505003137e-09 3.6512270397139015e-09 585
1.4845026697604367e-06 6.068001310590348e-09 5.7635148408439705e-09 586
1.4935920710419191e-06 5.697461737455879e-09 2.572289023532004e-09 587
1.3483684017502826e-06 5.347780278436129e-09 5.375474403972043e-09 588
1.4398767831873914e-06 6.092209926483272e-09 3.4289427294190135e-09 589
1.3757323170517042e-06 5.59314016916158e-09 4.55624264326973e-09 590
1.526438972929788e-06 6.510744977809304e-09 6.001492042914821e-09 591
1.5197318512575985e-06 5.87154367075771e-09 2.548936208929974e-09 592
1.4571252128067576e-06 6.170557541961574e-09 4.767946970590591e-09 593
1.4305241982166416e-06 6.047997779767555e-09 -5.287702381517654e-10 594
1.4755241402738294e-06 5.926965774211386e-09 2.493379033554933e-09 595
1.442446988810017e-06 5.8274077160675375e-09 1.0371732560344847e-08 596
1.4161167100704127e-06 5.76530466481191e-09 8.520010832185021e-10 597
1.4296693716936743e-06 6.0729023919223906e-09 6.106933134001959e-09 598
1.4409674947706082e-06 5.541935634279921e-09 2.3725967548087504e-09 599
1.484341157513488e-06 6.217397815856132e-09 9.392263679538862e-09 600
1.4542321730244415e-06 5.1286401304335234e-09 6.684454409549275e-09 601
1.4499400145092978e-06 5.987492782011729e-09 1.005197625060653e-08 602
1.3847796141205188e-06 5.541134874032303e-09 4.915991690745693e-09 603
1.4815038547970075e-06 5.917487198233445e-09 1.542207545070593e-10 604
1.461139248376399e-06 5.573809732133304e-09 2.1802362786004264e-09 605
1.3841007130819085e-06 5.741540110477995e-09 5.177358300373351e-09 606
1.471560423927222e-06 5.2998979583001834e-09 5.732498865595541e-09 607
1.4507124424654634e-06 5.566618084236374e-09 1.0467977470546727e-09 608
1.514490999371332e-06 5.424151145705389e-09 6.306180529966721e-09 609
1.4474631862674693e-06 6.002234443934963e-09 7.115845444931174e-09 610
1.3764608236038336e-06 5.6311283303047565e-09 5.559904102475775e-09 611
1.3578580568959928e-06 5.543320336710918e-09 4.5106235203324524e-09 612
1.4948830800770877e-06 5.47443812446653e-09 5.4134626810414725e-09 613
1.4950604303037286e-06 5.5934027735508836e-09 6.354223693391403e-09 614
1.4361353123921122e-06 5.578706612414199e-09 1.9980900203462828e-09 615
1.3014765991873464e-06 5.2014025654883885e-09 1.0036886028489426e-08 616
1.428949918417819e-06 5.399869414448425e-09 5.620807953514242e-09 617
1.4317556185522707e-06 5.3669320288809036e-09 3.654494173807641e-09 618
1.3999701373078259e-06 5.55153724725057e-09 5.012110439834936e-09 619
1.429994512386892e-06 5.022290158112175e-09 7.0743211048587025e-09 620
1.4662181696298249e-06 5.435916353379719e-09 2.3102518623817586e-09 621
1.4477162005082378e-06 5.106736554011845e-09 2.6274476447869417e-09 622
1.5090079005593756e-06 5.471797472700965e-09 3.1974614717975404e-09 623
1.4482296338673416e-06 5.35951788239418e-09 -1.7946864360099572e-09 624
1.4464895327076793e-06 4.928006631128683e-09 -1.4117840141478514e-09 625
1.365092403814711e-06 5.552038050339403e-09 6.583211604035317e-10 626
1.4208319916887326e-06 5.047541812925893e-09 2.3588085503519864e-09 627
1.5607466041437875e-06 5.268482217262566e-09 6.0138092839753e-09 628
1.5633657190515119e-06 5.639937933939704e-09 3.809334720889862e-09 629
1.3970539968851358e-06 5.272847781557033e-09 -2.1054040618722157e-10 630
1.4759154610479925e-06 5.356758707681486e-09 5.697081887027539e-09 631
1.3989706259624494e-06 5.296890596866241e-09 1.53969427571484e-09 632
1.4584474845818828e-06 5.400704598732007e-09 1.8189544291942085e-09 633
1.4817785327234102e-06 5.3444402061477985e-09 3.718040356660046e-09 634
1.4319391081915982e-06 5.151549952559678e-09 4.167168534389765e-09 635
1.4682234460558465e-06 5.390590275415718e-09 3.923426306222597e-09 636
1.4609510160466855e-06 5.4385245746244395e-09 4.239765484478215e-09 637
1.4900665766365112e-06 5.1775389312202915e-09 7.953355304550235e-09 638
1.5160295749587806e-06 5.459019419630524e-09 7.20225776393752e-09 639
1.5774809855099512e-06 5.159166119492123e-09 6.907604996315319e-09 640
1.5191162391730083e-06 5.064371320094479e-09 1.6043584686145006e-09 641
1.535882286618034e-06 5.465709359681945e-09 1.10220142636587e-09 642
1.5133693724253527e-06 5.5352449704506625e-09 5.486379160068848e-09 643
1.4312940473055774e-06 4.976234921619317e-09 1.5073024226355442e-09 644
1.4120830205265593e-06 5.5168754947909714e-09 -1.1701841489717891e-09 645
1.4478557451090168e-06 5.102223814698831e-09 5.268785523182134e-10 646
1.468239791577366e-06 4.993172530244685e-09 5.401246755442951e-09 647
1.4446550064311838e-06 4.971447146338139e-09 1.5927956529019737e-09 648
1.4674134849707581e-06 5.024636671421922e-09 4.303034211165469e-09 649
1.507464328370632e-06 4.667737225171128e-09 3.11204707730459e-09 650
1.4665295521971815e-06 5.176849800861357e-09 6.748861761806761e-09 651
1.4663453454778787e-06 5.045868218957062e-09 3.860593759106316e-09 652
1.5236975022403165e-06 5.047911386223837e-09 6.860975195074477e-09 653
1.5096669994233222e-06 4.6624657184487715e-09 1.6150544511228579e-09 654
1.436921576271669e-06 5.1487350256518214e-09 3.5931991932895764e-09 655
1.4763699707141403e-06 4.982296020774372e-09 7.871116658645137e-09 656
1.5562875308299418e-06 4.9131583287547625e-09 9.085415980101798e-10 657
1.5169096098431004e-06 5.093089510516238e-09 7.530422077728e-09 658
1.4420368339765557e-06 4.816311365886648e-09 2.5689494973418127e-09 659
1.5204875545396634e-06 4.497090760437554e-09 2.0746227724767336e-09 660
1.5570512949332666e-06 4.65678636742445e-09 1.8454145886716837e-09 661
1.5715548970090127e-06 4.654443696020549e-09 -9.003877437207934e-10 662
1.6016886302886452e-06 4.580244724588185e-09 5.377012257675918e-09 663
1.355691295705445e-06 5.0885974006439866e-09 2.6593050404046102e-09 664
1.4820350434909394e-06 4.663594168525943e-09 3.741517653206202e-09 665
1.4927133993791405e-06 4.771420742839821e-09 3.999290061211263e-09 666
1.4644153867594712e-06 4.7600064885136415e-09 2.560245272166096e-09 667
1.4171008949264715e-06 4.935613561554058e-09 -1.5006503630014856e-09 668
1.5775656981890931e-06 4.449090150347598e-09 8.660548840336305e-09 669
1.527342191276603e-06 4.854106477265811e-09 5.962127021702781e-09 670
1.5219741689061053e-06 4.293109581207016e-09 1.1195123460021092e-08 671
1.477571526026532e-06 4.584351800955719e-09 5.97000920782701e-09 672
1.4029781537011184e-06 4.5110279040257545e-09 2.075424235415401e-09 673
1.5645874077669305e-06 4.880621563891626e-09 5.827117631651367e-09 674
1.4837056461702253e-06 4.63225721494637e-09 9.026717262722308e-10 675
1.4644419885075624e-06 4.631621813023941e-09 9.60874586596033e-09 676
1.4798174695133328e-06 4.7900256897705445e-09 3.2213130623813453e-09 677
1.5157396546189384e-06 4.2942329757723465e-09 5.679129243907581e-09 678
1.4936982531299883e-06 4.81542075686738e-09 3.8309670586946285e-09 679
1.421041699796591e-06 4.494643353800309e-09 4.274380387637474e-09 680
1.4882280215967105e-06 4.6458720897870885e-09 8.128156541749358e-09 681
1.5933245678044553e-06 4.563856735889646e-09 3.5393958621059482e-09 682
1.4620537804374142e-06 4.576419241817398e-09 2.515742866112002e-09 683
1.470650101900075e-06 4.800796745642139e-09 6.878983163106828e-09 684
1.4396111333339542e-06 4.48388784840983e-09 3.6747706605321486e-09 685
1.60329936108176e-06 4.735713788286335e-09 4.6460039820311195e-09 686
1.4150949962220097e-06 4.6953433452740015e-09 2.7772328761584375e-09 687
1.5098087337381364e-06 4.6100272857646154e-09 2.3895346419268743e-09 688
1.4756490140957853e-06 4.320144242622412e-09 4.660296318572879e-09 689
1.5525423434528534e-06 4.847143001335866e-09 4.909040378632096e-09 690
1.4644371181209386e-06 4.4317295898755776e-09 3.6419589463843644e-09 691
1.5019642148080935e-06 4.5492790571478475e-09 4.209917127320003e-09 692
1.4842751168722414e-06 4.259641373556807e-09 1.1510927292870795e-09 693
1.50082928773529e-06 4.602520720797688e-09 5.287828549484329e-09 694
1.4653643195368828e-06 4.678525352220193e-09 5.557798372877582e-10 695
1.5526938143833942e-06 4.585950600494459e-09 2.5500000316088283e-09 696
1.42230595705563e-06 4.4125205318526026e-09 1.5772567629878937e-09 697
1.4060486447716136e-06 4.403796436852428e-09 6.307591104958126e-09 698
1.5463277090586095e-06 4.485039388843574e-09 -2.4876608377033844e-09 699
1.5250314807065187e-06 4.06920466209547e-09 4.593027811470558e-09 700
1.5661764124336996e-06 4.518451879843398e-09 7.961844352150372e-10 701
1.50164633576879e-06 4.301587823836186e-09 4.831612618757688e-09 702
1.4444354501965175e-06 4.561066354023028e-09 4.8878630549765525e-09 703
1.4792847872818866e-06 4.291393266468103e-09 1.2902968598628086e-09 704
1.4756737336215234e-06 4.318679270418558e-09 5.305008446473946e-09 705
1.5056664416400397e-06 4.338160386093049e-09 2.1895514720083204e-09 706
1.525574759501653e-06 4.099096788250903e-09 5.981725943097951e-09 707
1.3860884316825392e-06 4.06424224642341e-09 5.511377505847553e-10 708
1.4350582779535564e-06 4.2305270917381264e-09 3.2753957626964825e-09 709
1.5793811997266322e-06 3.9322288781816334e-09 4.5631567031521185e-09 710
1.5436286116742955e-06 4.490365173669672e-09 7.940704876795595e-09 711
1.4817252128033533e-06 3.906360547662072e-09 3.780334611387622e-09 712
1.5116817339932395e-06 4.484147954635122e-09 4.6621174677706065e-09 713
1.5733261784866464e-06 4.140640083861969e-09 3.0316024350952953e-09 714
1.5162440653757718e-06 4.307450423538296e-09 1.5086889748657746e-09 715
1.431049420681408e-06 4.084152522260388e-09 3.559222508473171e-09 716
1.541072725068937e-06 4.189208272791869e-09 -3.1196004887526674e-10 717
1.5048918981627464e-06 4.098091819982086e-09 4.244996095148737e-09 718
1.431947610063774e-06 3.976982742203689e-09 3.019070316053757e-09 719
1.456741013531851e-06 4.037331193462108e-09 2.766325804097716e-09 720
1.436852372803577e-06 4.1145810199902005e-09 2.597407702656964e-09 721
1.408358371952243e-06 4.724383640962268e-09 3.457791637994678e-09 722
1.3742288034021794e-06 3.991073344994342e-09 6.272518047584785e-09 723
1.5076287833175496e-06 4.233429857303193e-09 4.082796978700921e-09 724
1.4356315831343934e-06 3.771970626294453e-09 3.5104270839435555e-09 725
1.4809889743636544e-06 4.110977286611305e-09 3.0142456767423537e-09 726
1.63663279575606e-06 3.86570102073789e-09 5.739843021382759e-09 727
1.4867798399818727e-06 4.247108830525368e-09 4.029444111218019e-09 728
1.4217908660506108e-06 4.003343133272064e-09 2.1889897692993175e-09 729
1.4655174439520107e-06 4.1534386306593006e-09 4.656870996470014e-09 730
1.6261742001425868e-06 4.055320959637742e-09 3.483609817654562e-09 731
1.5050688216019764e-06 4.0256746836616465e-09 2.987673696019145e-09 732
1.4722283649167495e-06 3.912039236493642e-09 5.036198481337731e-09 733
1.6148443547398968e-06 3.5981241621382667e-09 -1.2614673240450528e-09 734
1.5685676288166653e-06 3.8141113777831375e-09 9.249709697054894e-10 735
1.4693668031487303e-06 3.749744845574379e-09 4.097190020269958e-09 736
1.6106938249012968e-06 3.781387842823808e-09 4.521713009913878e-09 737
1.4903193756826796e-06 3.787058916062654e-09 2.255484504833197e-09 738
1.5421978205602763e-06 3.834668115056806e-09 4.553392878733115e-09 739
1.5813541227832177e-06 4.09761306623523e-09 7.734686073415482e-09 740
1.5376155327969656e-06 3.6767193973786195e-09 6.378651498326663e-09 741
1.6063101658211498e-06 3.7577908386224805e-09 1.3038527874850018e-10 742
1.4767461125095369e-06 3.897672082071639e-09 2.3137976639008352e-09 743
1.5227230790770133e-06 3.940056614659987e-09 3.539164708122008e-09 744
1.4314659196554774e-06 4.006435016065956e-09 7.713781156260851e-11 745
1.535330977135182e-06 3.887695346550544e-09 5.0409739120321355e-09 746
1.5622004882774257e-06 3.852721618294529e-09 2.067597534382309e-09 747
1.505571274518015e-06 3.833648354351467e-09 5.589565876798682e-09 748
1.5583409586372573e-06 3.921706834264483e-09 -5.664898746786588e-10 749
1.5893437764644506e-06 3.900062458812951e-09 6.7911705272783064e-09 750
1.5195412180707798e-06 3.981874871023628e-09 -5.205881042528421e-10 751
1.4561966377544005e-06 3.6482386853031456e-09 1.3481009694196332e-09 752
1.4729278050392872e-06 4.048942224402066e-09 4.312725726537132e-09 753
1.587348497376891e-06 3.9185104915959414e-09 4.193212229139242e-09 754
1.4072624349774904e-06 3.969250389391051e-09 2.4946825321574725e-09 755
1.5342591434150715e-06 3.6962613262435757e-09 2.0586947492278653e-09 756
1.4357976623565385e-06 3.726227862622104e-09 3.2417665493809407e-09 757
1.5016764442890606e-06 3.7566158032806e-09 3.21346798968832e-09 758
